,carat,cut,color,clarity,depth,table,price
36340,1.51,Premium,H,SI1,60.3,62.0,9762
36341,1.02,Good,G,VS2,63.8,59.0,6080
36342,1.16,Very Good,F,SI1,63.4,55.0,6301
36343,1.45,Very Good,J,SI1,62.4,57.0,6316
36344,0.33,Premium,I,IF,62.1,58.0,891
36345,0.51,Fair,G,SI1,65.2,55.0,1071
36346,0.7,Very Good,F,VS2,62.1,58.0,2400
36347,1.0,Premium,F,VS2,61.6,55.0,6209
36348,0.5,Premium,G,VVS2,59.6,60.0,1838
36349,1.01,Premium,F,VS2,62.7,58.0,6097
36350,1.0,Good,H,SI2,63.9,55.0,3584
36351,0.41,Premium,G,SI1,62.6,59.0,923
36352,1.09,Premium,H,VS2,60.0,56.0,5677
36353,0.35,Very Good,F,SI1,61.7,58.0,583
36354,0.32,Ideal,G,VVS1,61.2,56.0,814
36355,1.14,Very Good,H,SI2,63.3,57.0,4615
36356,0.42,Very Good,D,VS1,62.5,57.0,1109
36357,0.31,Very Good,G,VS1,58.2,61.0,583
36358,0.9,Good,E,SI2,65.8,60.0,3595
36359,2.03,Ideal,G,SI1,63.0,56.0,12618
36360,1.0,Premium,G,VS1,62.0,62.0,6115
36361,1.02,Good,H,SI2,57.9,61.0,3770
36362,1.5,Ideal,I,VS1,62.0,53.0,9618
36363,0.34,Ideal,H,IF,61.7,56.0,863
36364,0.73,Ideal,G,VVS2,61.0,56.0,3783
36365,0.79,Ideal,G,SI1,62.3,57.0,2898
36366,1.11,Very Good,H,SI2,59.8,60.0,4456
36367,1.0,Premium,F,SI1,59.0,59.0,4144
36368,1.04,Ideal,I,SI1,61.4,55.0,4423
36369,2.01,Ideal,G,SI2,61.9,57.0,17555
36370,0.3,Premium,D,VS2,62.9,59.0,911
36371,2.12,Ideal,H,SI2,62.4,57.0,16466
36372,1.13,Ideal,I,VS2,62.3,56.0,4940
36373,0.38,Ideal,E,VS1,61.9,56.0,1069
36374,0.44,Premium,G,VVS2,61.3,60.0,1155
36375,0.6,Ideal,G,VVS2,61.4,59.0,2313
36376,0.72,Good,E,VS1,57.9,60.0,3048
36377,0.26,Premium,G,VS1,61.3,60.0,382
36378,0.7,Ideal,F,SI2,62.6,53.0,2011
36379,0.52,Very Good,E,VS2,61.5,58.0,1625
36380,0.55,Ideal,E,SI1,62.3,56.0,1668
36381,1.02,Ideal,F,VS2,62.7,54.0,6597
36382,0.33,Very Good,G,VS2,62.1,56.0,579
36383,0.3,Ideal,J,VS2,61.9,56.0,630
36384,0.77,Ideal,I,VVS2,62.1,55.0,2598
36385,0.51,Very Good,E,VS2,63.5,56.0,1662
36386,0.9,Ideal,G,SI2,62.8,54.0,3820
36387,1.02,Fair,H,SI1,56.9,58.0,4935
36388,1.21,Very Good,G,VS2,59.5,58.0,7906
36389,1.01,Very Good,D,SI1,62.9,59.0,5443
36390,1.01,Very Good,F,SI1,61.3,60.0,5975
36391,0.42,Ideal,I,VVS1,60.5,57.0,865
36392,0.34,Ideal,D,SI1,61.3,57.0,803
36393,0.82,Very Good,F,VVS2,63.1,59.0,4141
36394,1.23,Premium,G,VS1,62.8,56.0,8381
36395,0.4,Premium,I,SI2,62.9,59.0,585
36396,1.62,Ideal,F,SI1,62.5,55.0,12857
36397,0.85,Ideal,E,SI2,60.7,55.0,3441
36398,0.55,Ideal,F,VS2,61.1,56.0,1692
36399,0.9,Good,H,SI1,57.1,56.0,3726
36400,0.71,Ideal,I,VS1,62.3,59.0,2368
36401,0.3,Ideal,F,IF,60.8,57.0,873
36402,0.52,Ideal,G,SI2,59.7,56.0,1042
36403,2.24,Premium,J,SI2,62.2,59.0,13827
36404,0.59,Ideal,D,SI1,61.7,56.0,1671
36405,0.4,Ideal,H,VVS1,62.3,54.0,1017
36406,0.42,Good,E,VVS2,64.1,57.0,1269
36407,1.12,Very Good,I,VS1,59.6,58.0,5036
36408,0.7,Good,D,VS2,63.4,57.0,2960
36409,1.11,Premium,G,SI2,61.5,58.0,4755
36410,0.91,Fair,D,VS2,65.7,56.0,4107
36411,2.3,Premium,H,SI2,60.6,59.0,14042
36412,0.6,Very Good,F,VS2,59.5,57.8,1940
36413,0.3,Very Good,G,VS1,63.4,55.0,725
36414,0.53,Ideal,I,VS1,62.3,56.0,1427
36415,1.09,Very Good,D,SI2,63.4,59.0,3742
36416,0.31,Ideal,G,VS1,61.0,55.0,802
36417,1.11,Ideal,H,SI1,61.6,56.0,5358
36418,0.6,Very Good,J,SI2,62.9,60.0,1022
36419,1.21,Ideal,E,VS2,62.4,54.0,9215
36420,2.06,Premium,G,SI2,62.7,58.0,17650
36421,0.23,Very Good,H,VVS2,62.4,55.0,431
36422,0.52,Ideal,F,VS2,63.0,56.0,1605
36423,0.63,Premium,G,VS2,61.5,57.0,1871
36424,1.06,Ideal,I,SI2,62.4,57.0,3975
36425,0.24,Very Good,E,SI1,59.9,58.0,571
36426,0.41,Ideal,I,VVS1,61.3,56.0,1107
36427,0.38,Ideal,H,VVS1,61.1,56.0,949
36428,0.74,Premium,G,SI2,62.8,57.0,2109
36429,0.47,Fair,E,SI1,67.9,56.0,829
36430,2.01,Premium,I,VS2,60.3,58.0,17826
36431,1.01,Ideal,E,SI1,61.1,57.0,6346
36432,1.5,Very Good,E,SI2,63.5,60.0,10080
36433,1.59,Ideal,E,SI2,62.3,55.0,11149
36434,1.74,Ideal,G,VS2,62.9,57.0,16316
36435,0.41,Ideal,D,VVS2,62.3,55.0,1295
36436,0.72,Ideal,G,VS2,62.7,56.0,2578
36437,1.0,Very Good,E,IF,63.1,56.0,10954
36438,0.41,Premium,D,VS2,61.8,58.0,846
36439,0.5,Very Good,G,VVS1,63.3,56.0,2070
36440,0.31,Ideal,E,VS2,61.6,56.0,872
36441,1.2,Ideal,G,VS2,62.6,57.0,7413
36442,0.39,Very Good,J,VS1,61.0,62.0,616
36443,0.46,Ideal,J,VVS1,61.8,56.0,953
36444,0.67,Good,F,SI1,60.2,61.0,1897
36445,1.13,Premium,G,SI1,60.9,58.0,5600
36446,1.01,Good,F,SI1,65.5,58.0,4369
36447,0.25,Very Good,D,VVS2,62.1,57.0,548
36448,0.51,Ideal,D,VS2,60.9,56.0,1882
36449,0.91,Good,G,SI2,63.6,59.0,3282
36450,1.08,Very Good,F,VVS1,61.0,58.0,10204
36451,0.7,Very Good,G,VS1,59.3,62.0,2473
36452,0.91,Premium,G,VVS2,61.8,58.0,5259
36453,1.51,Premium,F,SI2,61.8,59.0,7441
36454,0.56,Ideal,E,VS2,62.6,57.0,1819
36455,0.3,Premium,F,VS2,62.2,58.0,776
36456,0.3,Premium,G,VS1,62.5,59.0,787
36457,0.93,Premium,G,VS2,62.2,59.0,4834
36458,0.8,Very Good,F,SI1,61.6,56.0,3267
36459,0.3,Very Good,E,VVS2,60.7,55.0,814
36460,0.72,Ideal,G,VVS2,61.2,57.0,3126
36461,0.8,Very Good,F,SI1,63.5,55.0,2914
36462,0.71,Premium,F,SI1,59.8,62.0,2756
36463,1.5,Ideal,H,SI2,62.4,57.0,9104
36464,0.9,Premium,J,VVS1,62.0,58.0,3617
36465,1.0,Fair,F,SI1,64.8,59.0,5292
36466,0.43,Premium,G,VS2,62.3,58.0,867
36467,1.7,Very Good,G,VS1,61.8,53.0,17219
36468,1.04,Premium,E,SI2,61.6,58.0,3914
36469,2.6,Premium,J,SI2,58.3,61.0,17209
36470,0.41,Very Good,E,SI1,62.8,57.0,705
36471,0.31,Ideal,D,VS1,62.1,56.0,704
36472,0.9,Premium,G,SI1,60.2,59.0,3879
36473,0.33,Premium,G,VS2,60.8,62.0,743
36474,0.79,Ideal,D,SI2,62.8,57.0,2853
36475,0.34,Very Good,E,SI1,59.6,57.0,596
36476,1.01,Premium,D,SI2,58.0,60.0,3604
36477,0.32,Very Good,D,SI1,62.8,56.0,589
36478,0.53,Ideal,F,SI2,60.3,56.0,1335
36479,0.7,Good,D,SI2,63.7,58.0,2367
36480,0.9,Very Good,I,VS2,62.0,63.0,3338
36481,0.32,Very Good,D,VVS1,61.6,54.0,1015
36482,0.31,Ideal,F,IF,62.1,54.0,914
36483,0.7,Ideal,H,SI1,60.6,57.0,1919
36484,0.92,Premium,D,SI1,62.3,58.0,4350
36485,1.03,Ideal,D,SI2,62.5,55.0,5021
36486,2.01,Good,F,SI2,58.1,64.0,16231
36487,1.3,Premium,F,VS1,62.5,58.0,11392
36488,0.4,Good,F,SI1,63.1,58.0,687
36489,0.31,Ideal,E,VS2,62.4,54.0,680
36490,1.01,Fair,F,SI1,65.9,58.0,4276
36491,0.36,Ideal,G,VVS2,61.7,54.0,794
36492,0.71,Ideal,F,VS1,60.4,57.0,3284
36493,0.38,Ideal,F,SI1,61.0,56.0,874
36494,0.9,Premium,G,SI1,60.6,60.0,3407
36495,0.32,Very Good,E,SI1,63.1,56.0,672
36496,0.43,Ideal,G,VS1,61.1,56.0,1008
36497,0.35,Ideal,G,IF,61.4,55.0,1044
36498,0.37,Ideal,E,VS1,61.4,55.0,1087
36499,1.0,Premium,I,VS2,62.7,62.0,3918
36500,0.31,Ideal,D,VS1,61.6,55.0,713
36501,0.27,Very Good,E,VS1,60.6,59.0,413
36502,0.31,Ideal,E,VS1,61.4,57.0,734
36503,0.48,Fair,G,VVS2,65.0,54.0,1367
36504,0.31,Ideal,G,VS1,61.5,56.0,625
36505,0.3,Ideal,F,VS2,61.8,57.0,776
36506,0.9,Good,H,SI2,62.7,64.0,2883
36507,0.3,Ideal,E,VVS2,62.3,57.0,766
36508,0.26,Very Good,H,VVS2,63.3,58.0,600
36509,0.34,Ideal,E,VVS1,61.0,57.0,946
36510,0.33,Premium,F,SI2,62.3,58.0,434
36511,0.71,Very Good,I,VS2,62.8,59.0,2185
36512,1.0,Premium,I,VS2,61.6,59.0,4452
36513,0.4,Ideal,E,VS2,61.9,54.0,1020
36514,1.04,Premium,H,SI1,60.4,59.0,4368
36515,1.0,Fair,G,SI1,63.1,59.0,4163
36516,0.55,Ideal,G,VVS2,61.2,55.8,2064
36517,0.33,Ideal,G,VVS2,62.6,53.0,901
36518,2.65,Premium,G,SI2,62.0,61.0,16314
36519,0.35,Ideal,G,VS1,62.6,54.0,706
36520,0.72,Ideal,F,VS1,61.7,56.0,3759
36521,0.84,Ideal,G,VS1,61.4,56.0,4372
36522,0.53,Ideal,H,VS2,62.5,56.0,1412
36523,1.5,Premium,E,SI1,60.0,58.0,11795
36524,0.41,Ideal,H,IF,61.8,55.0,1243
36525,0.41,Ideal,I,VVS1,61.7,57.0,875
36526,1.52,Ideal,H,SI1,61.5,57.0,7729
36527,0.52,Very Good,I,SI1,60.3,61.0,1041
36528,0.9,Very Good,I,VS2,63.2,56.0,3570
36529,0.52,Ideal,H,VS1,62.5,58.0,1582
36530,0.84,Good,G,SI1,65.1,55.0,2872
36531,1.0,Premium,I,VS2,61.6,59.0,4372
36532,1.55,Very Good,H,SI2,62.5,61.0,8174
36533,0.55,Ideal,F,VVS1,61.9,55.0,2380
36534,0.23,Very Good,E,VVS1,61.1,60.0,530
36535,1.15,Ideal,G,VVS2,61.8,56.0,9457
36536,1.2,Very Good,G,SI1,63.4,55.0,4520
36537,1.51,Premium,G,SI1,62.6,58.0,11255
36538,1.06,Very Good,E,SI2,62.1,56.0,4972
36539,1.01,Very Good,D,VS2,61.9,59.0,7422
36540,0.8,Ideal,F,SI2,62.0,57.0,2495
36541,1.01,Very Good,H,VS2,62.6,61.0,4821
36542,2.5,Fair,G,I1,64.7,57.0,7854
36543,0.32,Ideal,G,VS1,61.6,57.0,645
36544,0.41,Ideal,I,VVS2,61.7,56.0,827
36545,0.3,Ideal,D,SI1,62.2,55.0,709
36546,1.01,Premium,I,SI2,62.6,58.0,3818
36547,1.5,Premium,F,SI2,61.4,60.0,9374
36548,0.74,Ideal,E,VS1,62.2,55.0,3888
36549,0.72,Premium,E,VS2,62.5,59.0,3078
36550,0.9,Very Good,E,SI2,59.5,61.0,3139
36551,0.42,Ideal,F,SI2,62.1,56.0,663
36552,0.31,Ideal,H,IF,62.2,54.0,789
36553,0.72,Ideal,H,SI2,61.3,56.0,2372
36554,2.1,Good,H,SI1,63.7,61.0,12121
36555,2.07,Very Good,I,SI2,63.1,57.0,15245
36556,1.03,Premium,H,VS1,61.2,58.0,5744
36557,1.01,Very Good,H,SI1,58.5,56.0,4619
36558,0.65,Premium,F,SI1,61.4,57.8,1748
36559,0.36,Ideal,D,VS1,61.7,55.0,1131
36560,0.75,Ideal,F,SI1,60.8,57.0,3610
36561,1.32,Ideal,I,VS2,60.8,57.0,7209
36562,1.58,Very Good,G,VS1,62.8,57.0,13963
36563,1.02,Premium,D,SI2,62.1,57.0,4381
36564,0.41,Very Good,E,SI1,60.4,58.0,725
36565,1.18,Good,G,SI1,64.2,62.0,4678
36566,1.51,Fair,F,SI2,65.4,56.0,5919
36567,0.53,Premium,H,SI1,59.4,60.0,1132
36568,1.02,Ideal,D,SI1,62.3,57.0,6191
36569,0.59,Good,D,SI1,63.7,56.0,1821
36570,0.32,Ideal,F,VVS2,61.2,57.0,786
36571,0.4,Premium,F,SI1,62.3,57.0,945
36572,0.72,Ideal,D,SI1,61.9,55.0,2954
36573,0.51,Ideal,H,IF,62.1,55.0,1905
36574,0.24,Very Good,D,VVS2,61.9,58.0,478
36575,0.33,Very Good,G,VVS2,61.4,55.0,692
36576,0.57,Ideal,F,VVS1,62.5,56.0,2682
36577,2.32,Ideal,J,VS1,62.5,54.5,17891
36578,0.4,Premium,D,SI1,61.6,58.0,990
36579,1.31,Ideal,H,VS1,61.5,56.0,8583
36580,0.54,Ideal,E,SI1,60.3,57.0,1777
36581,0.38,Premium,G,VS1,61.9,58.0,833
36582,0.3,Very Good,E,VVS1,61.8,56.0,1006
36583,0.31,Premium,E,SI1,63.0,58.0,651
36584,1.01,Good,E,SI1,64.0,56.0,5646
36585,1.51,Very Good,H,VS2,60.9,57.0,11068
36586,0.52,Premium,F,SI2,62.7,57.0,1073
36587,1.24,Ideal,H,SI1,61.3,57.0,6254
36588,0.5,Premium,E,VS2,61.4,58.0,1629
36589,0.72,Ideal,J,SI1,61.7,56.0,1853
36590,1.07,Very Good,H,SI2,62.8,57.0,4413
36591,0.8,Very Good,E,SI2,62.6,59.0,3070
36592,0.7,Premium,F,VS2,58.7,61.0,2842
36593,0.7,Ideal,F,VS2,61.3,57.0,3008
36594,1.21,Ideal,H,SI1,62.6,53.0,6025
36595,0.54,Premium,H,VVS2,60.6,60.0,1662
36596,0.29,Ideal,F,SI2,60.6,59.0,496
36597,0.78,Ideal,D,SI1,61.9,57.0,2799
36598,0.32,Ideal,G,VS1,61.2,56.0,645
36599,0.9,Ideal,G,VVS1,62.8,56.0,5978
36600,0.7,Very Good,E,SI1,62.3,57.0,2604
36601,1.11,Ideal,D,VVS1,61.6,55.0,14667
36602,0.9,Very Good,G,SI2,61.4,58.0,3489
36603,0.5,Good,E,VS1,61.1,58.2,1932
36604,0.36,Ideal,E,VS1,61.4,56.0,747
36605,1.25,Premium,E,VS1,61.5,59.0,11088
36606,0.8,Ideal,I,VS1,62.6,54.0,2842
36607,1.01,Ideal,G,SI2,59.6,57.0,4327
36608,0.36,Ideal,F,VVS1,61.0,55.0,1028
36609,0.94,Very Good,E,SI2,62.0,60.0,3963
36610,1.0,Premium,F,SI1,62.3,59.0,5292
36611,0.53,Ideal,G,VS1,61.9,56.0,1721
36612,1.52,Very Good,H,VVS2,62.8,56.0,12648
36613,1.01,Very Good,E,VS2,62.9,58.0,6666
36614,0.34,Ideal,G,IF,61.3,56.0,974
36615,1.3,Premium,J,VS1,61.6,56.0,6334
36616,0.57,Ideal,E,VVS2,61.9,55.0,2534
36617,1.01,Very Good,E,SI1,60.0,60.0,5461
36618,0.84,Ideal,I,VS2,61.7,55.0,3475
36619,0.71,Ideal,I,VS1,62.0,58.0,2266
36620,0.3,Ideal,F,SI1,60.9,55.0,550
36621,0.34,Ideal,H,VVS2,61.8,54.0,686
36622,0.27,Very Good,E,VVS2,63.0,56.0,622
36623,0.71,Very Good,E,VS2,63.3,59.0,2922
36624,0.43,Premium,F,VS2,61.1,57.0,968
36625,0.9,Good,H,VS2,61.5,61.0,4156
36626,1.61,Very Good,H,VS2,59.4,58.0,11627
36627,1.52,Ideal,F,SI1,62.0,54.0,12182
36628,0.31,Premium,H,VS2,59.7,61.0,628
36629,0.31,Good,H,VS1,57.5,60.0,435
36630,0.75,Premium,D,SI1,61.3,59.0,2484
36631,1.2,Very Good,E,SI2,61.4,58.0,6130
36632,0.31,Ideal,I,VVS1,62.1,54.0,511
36633,0.31,Ideal,F,VS2,62.6,55.0,625
36634,0.31,Good,D,VS1,61.7,61.0,653
36635,1.19,Premium,E,VS1,59.8,58.0,9263
36636,0.3,Premium,D,VS1,61.6,57.0,979
36637,0.7,Ideal,H,VS2,62.4,56.0,2398
36638,0.32,Ideal,G,VVS1,61.1,57.0,842
36639,0.75,Ideal,H,SI1,61.9,56.0,3011
36640,0.38,Very Good,H,VS2,61.6,56.0,710
36641,0.24,Very Good,F,VVS1,62.5,55.0,608
36642,1.24,Ideal,G,VS1,61.9,54.0,8584
36643,0.32,Ideal,F,VS1,61.3,56.0,900
36644,1.05,Very Good,D,SI1,59.3,58.0,6063
36645,0.31,Ideal,I,SI1,62.2,56.0,537
36646,0.32,Ideal,G,SI2,61.8,55.0,450
36647,0.41,Ideal,E,VVS2,60.9,56.0,1243
36648,0.9,Good,G,SI1,62.2,62.5,3816
36649,0.3,Ideal,G,VVS1,60.4,58.0,747
36650,1.0,Ideal,E,VS2,59.6,57.0,7168
36651,0.9,Very Good,I,SI1,61.4,55.0,3271
36652,0.31,Ideal,D,VS2,62.2,55.0,942
36653,0.82,Very Good,E,SI2,63.3,56.0,2975
36654,0.3,Good,H,SI2,63.9,56.0,473
36655,0.73,Ideal,G,SI1,60.9,57.0,3089
36656,0.43,Ideal,E,VVS2,60.8,57.0,1135
36657,1.51,Premium,H,SI1,61.3,60.0,10012
36658,0.56,Ideal,G,VS2,62.1,56.0,1698
36659,0.63,Ideal,H,VS2,62.1,54.0,1641
36660,1.0,Good,E,SI1,63.1,64.0,4435
36661,0.31,Ideal,H,VVS2,62.2,57.0,802
36662,0.32,Very Good,F,VS2,61.1,58.0,645
36663,0.23,Very Good,E,VVS2,63.3,56.0,680
36664,1.06,Ideal,H,SI2,60.9,56.0,4563
36665,1.03,Good,J,SI1,63.6,57.0,2855
36666,0.6,Ideal,E,SI1,60.6,57.0,1613
36667,1.07,Premium,H,SI1,61.5,57.0,5123
36668,1.51,Very Good,J,VS2,60.2,59.0,7418
36669,0.72,Ideal,E,VS2,61.3,57.0,3223
36670,1.02,Ideal,D,VS1,61.2,56.0,8658
36671,0.32,Ideal,I,VVS2,61.5,56.0,720
36672,0.35,Good,G,VS1,58.6,60.5,721
36673,1.02,Very Good,E,SI2,58.7,63.0,4414
36674,2.54,Very Good,I,SI2,63.5,58.0,15394
36675,0.31,Premium,E,VS2,61.6,59.0,680
36676,0.35,Premium,H,VVS1,59.9,59.0,1024
36677,0.32,Very Good,I,VVS1,60.9,57.0,596
36678,0.33,Premium,D,VS2,60.7,58.0,1002
36679,0.95,Premium,F,SI2,62.4,59.0,4171
36680,0.35,Ideal,E,VVS1,61.9,56.0,967
36681,1.01,Very Good,I,VS1,59.7,58.0,4858
36682,0.55,Very Good,I,SI2,61.5,60.0,1087
36683,1.01,Very Good,F,VS2,63.7,56.0,6289
36684,1.14,Ideal,F,SI2,61.7,56.0,4591
36685,0.27,Very Good,G,VVS1,60.1,58.0,566
36686,2.1,Premium,J,SI1,62.9,58.0,13930
36687,1.01,Fair,G,SI1,60.4,62.0,4646
36688,1.05,Premium,G,SI2,60.7,61.0,3599
36689,1.56,Good,H,SI1,63.7,57.0,7862
36690,0.51,Ideal,E,VS2,62.4,57.0,1781
36691,0.32,Ideal,E,IF,62.9,54.0,1018
36692,0.91,Very Good,H,SI2,58.4,63.0,3408
36693,1.21,Premium,D,SI2,59.7,58.0,4946
36694,0.56,Ideal,D,SI1,60.5,57.0,1814
36695,0.57,Ideal,E,SI2,58.8,57.0,1357
36696,0.33,Ideal,F,VS2,60.5,55.0,666
36697,2.54,Ideal,I,SI2,61.4,54.0,12687
36698,1.26,Good,J,SI1,63.9,58.0,4255
36699,0.52,Premium,E,SI1,60.3,58.0,1369
36700,1.33,Very Good,G,SI2,62.0,59.0,6603
36701,0.4,Good,D,SI2,63.8,54.0,622
36702,0.27,Very Good,E,SI1,61.2,57.0,407
36703,0.55,Ideal,F,SI2,62.3,57.0,1175
36704,2.0,Fair,E,SI1,65.7,60.0,15330
36705,0.33,Ideal,E,VVS2,61.0,54.0,741
36706,1.59,Ideal,J,SI2,62.1,54.0,7155
36707,0.24,Very Good,E,VVS2,58.9,63.0,485
36708,0.34,Very Good,H,VS1,63.1,57.0,765
36709,0.41,Good,I,VS1,63.7,57.0,969
36710,0.51,Premium,E,VS1,62.0,61.0,1758
36711,1.52,Premium,H,VVS2,63.0,60.0,12013
36712,0.9,Good,G,SI1,63.2,62.0,3574
36713,0.42,Premium,G,VS2,60.6,58.0,1087
36714,1.51,Good,I,SI1,63.7,58.0,8313
36715,0.41,Very Good,F,SI1,63.4,57.0,904
36716,1.01,Premium,G,VS2,62.4,58.0,5999
36717,0.41,Ideal,F,VS2,60.9,57.0,863
36718,2.2,Very Good,H,VS2,63.3,58.0,16239
36719,1.02,Very Good,E,IF,61.7,60.0,10029
36720,1.5,Very Good,E,VS2,59.5,58.0,14592
36721,1.5,Fair,H,SI2,66.0,64.0,5000
36722,1.52,Premium,G,I1,62.3,60.0,4345
36723,0.57,Ideal,F,VVS1,62.3,55.0,2555
36724,0.58,Ideal,F,VS2,62.1,56.0,1666
36725,0.93,Ideal,G,IF,62.2,58.0,5879
36726,0.35,Premium,E,VS2,60.9,59.0,984
36727,0.34,Ideal,D,VS1,60.9,56.0,1109
36728,1.61,Ideal,G,SI1,61.2,55.0,11192
36729,1.51,Very Good,F,VS2,63.7,60.0,13012
36730,1.5,Premium,E,SI2,61.7,58.0,8190
36731,2.01,Premium,H,SI1,60.6,59.0,13387
36732,1.21,Good,G,VVS2,63.8,55.0,6559
36733,1.01,Very Good,E,VS1,62.1,58.0,6997
36734,0.7,Good,E,VS1,59.8,62.0,2973
36735,0.3,Ideal,H,VS2,61.9,57.0,491
36736,1.0,Premium,G,VS1,59.1,61.0,6552
36737,0.41,Ideal,G,VS1,61.9,57.0,899
36738,1.51,Premium,F,VS2,63.0,56.0,13248
36739,0.24,Very Good,D,VVS2,60.6,59.0,552
36740,0.76,Ideal,F,SI1,61.7,55.0,2682
36741,1.57,Good,G,VS2,57.8,60.0,12547
36742,0.32,Ideal,E,VS1,61.6,57.0,972
36743,0.3,Ideal,D,SI1,62.5,57.0,709
36744,0.31,Premium,F,VS2,61.7,58.0,802
36745,0.33,Ideal,E,VS2,61.9,56.0,928
36746,1.51,Very Good,E,SI2,63.2,56.0,10012
36747,1.31,Premium,H,VS2,59.8,58.0,7732
36748,2.14,Ideal,E,SI2,62.7,55.0,13065
36749,1.51,Good,I,VS2,63.7,58.0,9116
36750,0.32,Ideal,G,VS2,61.6,54.0,560
36751,1.17,Ideal,G,SI2,62.6,55.0,5743
36752,0.51,Very Good,I,SI2,60.5,56.0,1105
36753,0.3,Very Good,E,VVS2,61.4,60.0,789
36754,1.29,Ideal,J,SI1,61.6,57.0,5237
36755,0.36,Ideal,G,SI2,61.4,54.0,505
36756,0.54,Very Good,E,VS1,61.8,58.0,1889
36757,1.14,Premium,J,SI1,62.4,59.0,3792
36758,1.52,Very Good,F,VS2,60.9,56.0,13215
36759,0.72,Very Good,I,VS1,60.7,56.0,2401
36760,0.81,Ideal,E,SI1,62.4,57.0,3109
36761,1.21,Very Good,F,SI2,61.5,61.0,5290
36762,0.39,Premium,E,SI2,63.0,61.0,834
36763,0.9,Very Good,H,SI2,62.4,58.0,3250
36764,0.57,Fair,F,SI1,65.8,58.0,1133
36765,0.37,Very Good,H,SI1,62.6,63.0,613
36766,0.96,Very Good,G,SI1,60.3,57.0,4265
36767,0.3,Ideal,H,SI1,61.9,54.0,389
36768,0.86,Premium,E,SI1,61.9,61.0,3323
36769,0.77,Good,F,SI1,64.2,52.0,2789
36770,1.01,Very Good,H,SI2,58.9,60.0,4185
36771,0.41,Premium,E,VS2,61.3,58.0,935
36772,0.74,Premium,D,VS1,62.7,56.0,3365
36773,1.5,Good,G,SI2,64.3,57.0,8190
36774,1.24,Premium,F,VVS2,62.0,55.0,11231
36775,0.7,Good,F,SI2,64.1,58.0,1792
36776,1.2,Premium,F,VS1,61.8,59.0,8669
36777,0.59,Ideal,G,VS1,64.1,54.0,1803
36778,0.32,Ideal,G,VVS1,61.9,56.0,1080
36779,0.26,Good,D,VS1,58.4,63.0,403
36780,1.32,Very Good,F,VVS2,61.6,61.0,12736
36781,0.35,Ideal,H,VS2,61.2,56.0,571
36782,0.31,Very Good,I,VS2,60.8,60.0,435
36783,2.19,Good,I,SI2,63.7,57.0,11522
36784,1.87,Premium,E,SI1,61.9,58.0,16232
36785,0.34,Ideal,H,SI1,61.1,56.0,508
36786,0.41,Very Good,F,VS2,59.4,60.0,951
36787,1.02,Ideal,H,SI2,60.7,57.0,4398
36788,0.4,Premium,D,SI2,61.1,58.0,666
36789,0.43,Premium,G,VVS1,60.9,58.0,1264
36790,1.02,Ideal,J,VS2,62.0,56.0,4485
36791,1.73,Very Good,I,SI2,62.0,58.0,9292
36792,1.06,Very Good,E,VS1,63.0,58.0,7900
36793,1.37,Premium,H,VS2,60.9,59.0,6337
36794,0.55,Ideal,H,VVS2,61.7,57.0,1806
36795,0.3,Ideal,E,VVS2,61.3,57.0,949
36796,0.32,Very Good,F,IF,61.7,55.0,921
36797,1.04,Good,G,VS2,61.4,65.0,5601
36798,0.3,Ideal,D,VS1,62.8,57.0,742
36799,0.74,Very Good,D,VS2,62.2,59.0,3498
36800,0.32,Ideal,G,VVS2,61.7,57.0,936
36801,0.32,Ideal,D,SI1,62.7,57.0,756
36802,0.51,Ideal,G,IF,62.9,58.0,2146
36803,0.74,Ideal,G,SI1,61.9,55.0,3130
36804,1.06,Ideal,G,VS1,61.3,57.0,8093
36805,0.7,Very Good,I,VS1,63.1,54.0,2129
36806,1.0,Premium,E,VS1,59.1,59.0,8176
36807,0.36,Premium,F,VS2,60.5,59.0,726
36808,0.7,Ideal,I,SI2,62.1,57.0,2079
36809,0.88,Ideal,H,VVS1,62.0,59.0,4334
36810,0.83,Ideal,H,SI2,61.8,57.0,1863
36811,1.21,Premium,I,SI1,59.3,59.0,5421
36812,1.0,Very Good,D,VS2,62.6,58.0,6762
36813,0.51,Premium,E,SI1,61.7,59.0,1624
36814,1.91,Very Good,G,SI1,63.1,59.0,15241
36815,0.55,Ideal,H,SI1,62.2,54.0,1084
36816,0.51,Fair,F,SI1,65.6,54.0,1052
36817,1.01,Very Good,F,VVS1,62.1,58.0,9908
36818,1.07,Ideal,G,SI1,60.2,57.0,5453
36819,0.7,Premium,G,SI1,59.1,59.0,2042
36820,1.01,Ideal,G,VS2,61.0,56.0,6855
36821,0.73,Ideal,H,IF,62.2,54.0,3301
36822,0.34,Good,H,VS2,63.3,56.0,537
36823,1.01,Premium,G,VVS2,61.9,60.0,6470
36824,0.81,Ideal,G,SI2,61.6,56.0,2789
36825,0.7,Very Good,F,SI1,60.5,56.0,2155
36826,1.5,Good,I,VS2,61.9,60.0,8316
36827,1.03,Premium,H,SI1,63.0,59.0,4274
36828,0.28,Very Good,H,SI1,61.5,56.0,360
36829,0.32,Premium,E,SI1,61.2,58.0,524
36830,1.27,Ideal,J,VS2,61.6,56.1,5606
36831,0.41,Ideal,F,SI1,62.7,57.0,755
